0,1,2,3,4,5,6,7
DMTN,PPIL2,NDUFA2,ARL16,MBNL1-AS1,STX16,LY6G6F,C1QA
EIF2S1,PHF5A,SMS,ISY1,SRP72,C7orf26,SDHAF2,YEATS2
SMCHD1,LDOC1L,TOMM40,NME6,ARL2,PSMG2,ABHD5,CLSTN3
C12orf10,CCDC94,ABI2,GTPBP6,SAMM50,RSPH9,RP11-647K16.1,ICOSLG
BRWD1,FKBP5,PACSIN2,DHX15,RP11-5C23.1,RABL6,CASC3,ERCC6L2
PGM1,SDCCAG8,XPOT,PBRM1,RBM26-AS1,AAR2,METTL3,JAKMIP1
NBR1,GBP4,CAMK2G,OAS1,PWP1,TTC30A,RP11-488C13.5,CYP27A1
C9orf3,SYCE1,SMARCD1,GINM1,TRIP12,MCUR1,PPBP,SLC25A12
C2orf76,ISG20L2,DNM3,GGNBP2,HDAC5,RP11-219B4.7,TMEM40,SLC20A2
MPP6,TMBIM4-1,SNW1,CSNK1A1,TOP2B,QSOX1,RP1-28O10.1,DDI2
SPG7,ALKBH4,CD274,RPL7L1,PICALM,LYRM4,SEPT5,HBEGF
PLRG1,PHF3,ERI3,UBLCP1,FMO4,INIP,NUDT16L1,BMPR2
HAGH,TMPRSS11E,CCP110,XPNPEP1,CTB-152G17.6,DDX1,SPATA7,MED9
IGFBP4,WNK1,FAM120C,TREX1,NARS,OSBPL7,GNG11,FADS1
ISG20L2,ZNF561,TMEM199,INIP,SDAD1,GOLGB1,YPEL3,TNFRSF13C
SDCBP2,MGMT,RNF168,EIF2B1,PGM2L1,PIGF,SETX,RP13-270P17.3
TGFBRAP1,CNIH4,RP11-367G6.3,SPIRE2,SMC2,NME6,DISP1,CD163
FBXO7,SLA,MINA,CYB5B,GIT2,TSPAN33,SNTA1,ZFAND4
ZSWIM6,C16orf74,STRA13,PDXDC1,FAM120A,SPATA7,ZNF397,RP5-821D11.7
QRICH1,RP11-324I22.4,PPIG,DENND1C,GMPPA,GP9,GID8,CCP110
CSRP1,LY6G5B,MRPL42,RABL6,PLA2G12A,XPNPEP1,C9orf69,RP11-400F19.6
MKLN1,USP8,FSTL1,COMMD8,GGA3,NDUFA10,MLLT10,PAX5
PPP2CA,LRCH4,PPP1R8,EBNA1BP2,CYTH2,RP11-879F14.2,BET1,CRTC1
C19orf52,STAMBP,HDAC2,RNF113A,ISOC2,DNASE1L3,MRPS23,TAOK2
PPP2R1B,NDUFS1,HAGH,CLIP1,ANKRD27,LUC7L,AEBP1,RP5-887A10.1
B4GALT4,ZNF594,GLRX3,MBNL1-AS1,ING5,MCF2L,RP11-141B14.1,SREBF1
NEUROD2,ADD1,POMT1,KLC4,RP11-532F6.3,RP11-349A22.5,JAGN1,FBXW4
SLC35A2,SYVN1,FBXO33,SIGLEC14,RRAGC,ARMC7,TCEA2,AC113189.5
VAPA,C19orf33,MICU1,BAZ2A,ANAPC4,ARRDC3,RP11-111M22.3,NEIL1
FRY-AS1,ZNF615,JARID2,BEX4,TMEM104,CEP85L,C2orf88,SIGLEC14
SERPINE1,TCL1B,ATP8B3,DMAP1,THOC7,ADNP,PTGDR2,PIGL
C7orf26,TRIM69,AKAP8,TGOLN2,TNFRSF25,CXCL2,CMTM5,RABL2A
METTL21A,TMED5,SPIN1,UQCC1,EPN1,ISOC2,TRAPPC12-AS1,BCDIN3D
STMN1,CDC42BPB,KIAA0196,ACAT2,MLX,SRP9,ABCC3,TYW5
MAP1A,RNF26,USP8,ZMAT3,UBE2K,USP7,CCND2,EDC3
SRSF3,RAB38,FRY-AS1,NDUFAF4,LAMTOR5,SNX14,RP11-960L18.1,CHN2
NT5C3A,RWDD4,OBSCN,PTGDR2,CORO7,STX18,SLC50A1,SMPDL3A
PHKG2,SPEN,HOMER2,PRELID2,TDG,ALKBH7,WNK1,C2orf76
VIL1,CAMK1D,PLCB2,RAD23A,RP11-554J4.1,RP11-66N24.3,PPIL2,HMG20A
CUL4B,DENND6A,C1orf198,BCL2A1,MKLN1,DHX15,CLEC1B,DENND6A
SSBP3,THAP2,TMEM189,ISOC2,GNPAT,POLDIP2,BMPR2,SENP2
DNAJC27,SAMM50,MLLT10,CLEC2B,C12orf45,MRPS33,AC147651.3,ZNF559
MED9,SMIM5,TIMMDC1,METTL3,NAP1L4,MVD,EHMT2,PXMP4
FEM1A,RRAGC,RP11-400F19.6,POLA1,CTC-378H22.1,ATP8B3,DIS3,RP11-111M22.3
LINC00886,CTD-2537I9.12,PUM1,MTERFD1,CEP164,C9orf3,EMILIN2,ZNF333
EMG1,PRUNE,DOK2,UNC45A,HERPUD2,CDC37,SLC20A2,CTD-2267D19.2
FAM120C,TMEM140,STAMBP,TMEM102,HMBOX1,PDZK1IP1,SMTN,TANGO6
SLC4A8,PTGDR2,EXOSC8,STX16,PRPS2,PDXDC1,RAB11B,DAGLB
ANTXR2,SPARC,RFPL2,CTNNAL1,SMCHD1,JAGN1,RP11-142C4.6,PLA2G7
CORO7,SDCBP2,ORC2,ATP6V1C1,ZFX,CRTAP,PDK2,LRRK2
RMND5A,TMEM18,IFFO1,OXLD1,C16orf58,GPR55,CCNG1,STK11IP
CLECL1,TRIP12,PSMA7,RDH14,TMEM205,RUNDC1,TMEM18,C16orf58
PUS7,MAP3K7,NT5C,RBM4,TCEA2,SLC2A13,CAMK2G,PDE6B
RP4-773N10.4,LYSMD4,ISOC2,F11R,THUMPD3,MRE11A,ITGA2B,RHEBL1
TM7SF3,TMEM165,RP11-87C12.2,POLR2E,ZNF615,HNRNPM,SDPR,SYTL2
METTL3,ZNF404,SND1,PI4KB,SCAI,TDG,ZNF263,CUL4B
RPH3A,CEP85L,TMEM234,DLST,KIAA0101,TMEM102,PPP2R1B,UBAP2
EBNA1BP2,DENND5B,RP11-792A8.4,ORC2,PPIG,ZNF333,ACPP,MLTK
ABCB1,AC092295.7,RPS6KL1,ZNF688,NNT-AS1,ECSIT,SYCE1,SLC25A14
TACR2,ATXN3,XXbac-BPG299F13.17,CTB-113I20.2,CGRRF1,ARRDC4,ORAI1,S100A4
RP11-219B17.1,CHMP4A,TMEM87B,PRKACB,SLC39A1,USP33,PRKD2,HDAC9
FAM209A,PHACTR4,BAG4,MINA,TNK1,CEP164,MRPL1,NELFB
NF1,PSMA1,TAOK3,CDK19,HEXIM2,IRF9,ZBTB10,TMEM87B
COL6A2,ZNF653,TRMT61A,NOC4L,CTB-113I20.2,CLPX,UQCC1,BBS2
RPUSD4,PDK2,RUNDC1,IL1RAP,GPS1,ASGR1,EIF2S1,PURA
U2SURP,IL6,SENP2,PSMC4,CCT4,CCP110,GP1BA,SUV420H2
AC092295.7,LMAN2,PGM2,CLYBL,SPIN1,SCN1B,EFCAB4A,TTPAL
RP11-10K16.1,HLA-DQA1,LRIG2,ARG2,BAG4,FBXL14,C19orf33,NAA25
SNW1,ZNF688,JTB,CEP164,CCP110,SRPR,RABL2A,ATG16L1
NFATC1,CTD-2015H6.3,VAMP5,NUPL2,GTPBP6,ZNF841,MIS18A,VIPR1
NUDT1,ABT1,RWDD4,C5orf56,ARSD,CLEC1B,PRKCB,C9orf37
TAF10,AC147651.3,VTI1B,ZNF121,CDC16,OSBPL1A,MARCH6,FCRL2
MTIF2,VPS26B,STX16,GNPAT,TAOK3,LSM14B,DSCR3,RFNG
FASTKD1,DNM3,USP38,USP5,IQCE,AGA,ATG4C,ZFX
PDK2,TNFRSF9,TTC30A,CLPX,AC074138.3,TNRC18,RP11-324I22.4,CR1
MNAT1,CEP164,CES4A,PTPN7,FEM1A,WBP2NL,RP11-532F6.3,WDYHV1
PPT2-EGFL8,SLC4A8,RP11-421L21.3,ZNF615,TOMM40,RASD1,PLBD1,ZNF468
ILF3,ZBED5-AS1,SIRT6,ZMAT5,RBM5,DNAJC2,BBC3,RAMP1
CASC4,ZNF587B,RPUSD2,LMF2,ZRANB3,PLCL1,DUS3L,CD93
IPO9-AS1,PGRMC1,CEP164,NAT9,MPC2,PRR5,SAMD12,PGM2L1
RPA4,CXCR1,JKAMP,OBSCN,ZNF397,IL24,POLA1,KRT1
VPS13A,SMARCC2,PRDX1,RBCK1,UBA5,STK38,IFIT2,ATG7
GBP4,EDC3,TIMM17A,RP3-325F22.5,CNEP1R1,RABL2A,ZNF468,KIR3DL2
ZNF653,CAPZB,GOLT1B,EMB,VAMP5,COPS4,LAMP2,ST20
EARS2,CHERP,TTC28,PDHB,NT5C3A,MYOM2,FBXL14,SCAI
PQBP1,WIBG,ZNF626,URB2,LIX1L,RMND5A,BLVRA,ANKRD27
SDCCAG8,ELOF1,RP11-139H15.1,PDZD11,SLC27A1,PMF1,RBM7,GLYCTK
C1QC,PIGX,ECHS1,NFE2L2,ZNF175,ZNF836,TOP1MT,CTC-378H22.1
CDC16,N4BP2L1,ING5,STX18,DEXI,FXN,NELFB,TAF6L
USP30,PF4,LSM14A,STX4,NDUFB10,CHMP4A,NUMB,ORC2
TANGO6,ARMCX5,YPEL3,KARS,MAP3K7,NDUFB10,NXT2,HEMK1
RP11-420A6.2,UBE2K,HEXIM2,PLEKHA1,SSBP1,FAM98A,SPEN,CXCL2
PRELID2,FSTL1,SLC50A1,NFKBIL1,ZFAND4,C21orf33,BOLA3,TRMT61A
GMPPA,RP11-138A9.2,UBLCP1,MALT1,MICU1,BANP,PMEPA1,POMT1
AL590452.1,MYO1E,SPATA6,CTNNBL1,SNAP47,ODC1,AP001189.4,CLYBL
MCUR1,FBXW4,GARS,PACSIN2,ZNF263,ZNF799,GFER,USP19
CPSF3L,KCTD10,PHF3,SMARCC2,DDX46,ZNF397,RALBP1,NR2C1
SLC35A1,ARVCF,QRICH1,DHX9,SHOC2,CEP68,TMEM102,RP5-1028K7.2
RP11-488C13.5,GUCD1,TCEAL8,TSC22D1,IL24,LPGAT1,CASC4,NF1
DHX15,CCDC22,YTHDC1,MPHOSPH10,GSTO1,TMEM104,TCTA,ENTPD3-AS1
PHF14,RP3-325F22.5,IL1RAP,GMPR2,IFFO1,MINA,RUNDC1,SPIN1
RP11-493L12.4,ZUFSP,CTD-2368P22.1,RP11-5C23.1,RP11-706O15.1,RP11-142C4.6,IL4I1,RP11-138A9.2
GNPAT,ACOT13,CASP4,RP11-589C21.6,NDUFA10,SLC48A1,HIST1H2AH,RPL39L
RP11-430B1.2,C8orf44,MPST,APH1B,IL17RA,IRAK4,SLC25A14,ABHD17B
NECAB3,ISY1,HEMK1,FHL1,IL1RAP,SEPT5,UBLCP1,YWHAG
PHACTR4,MYL9,RGL2,ATG7,ATPAF1,LINC00342,FZD3,CDK19
SERAC1,KIAA0040,UBAC2,HDDC3,C1orf86,ZBED5-AS1,TNFRSF9,ZNF397
VMAC,EFCAB4A,TGFB1I1,TMEM14B,TREML2,HOMER2,CDC42BPB,ARHGEF7
RP1-20N2.6,CIAPIN1,RP4-800J21.3,NCOR2,SETD1B,PPP6C,NAP1L4,C4orf33
UBE2E1,PLEKHJ1,TSPAN33,ARAP1,MVB12A,LY6G6F,CARS,TMEM234
BTN3A1,MCUR1,TRPV2,SRM,METTL8,TBPL1,CTB-113I20.2,KLRC1
HENMT1,TAF12,MIS18A,PPIL4,BBX,EXOC4,FAM107B,FCER1A
HDAC2,PNPLA8,MTCH2,FAM32A,TRIM8,GTPBP2,CEP128,ZNF561
UBXN4,TMEM60,PICALM,TRUB2,EARS2,ENTPD3-AS1,ATAD3C,PITPNM1
TTC30A,SH3KBP1,METTL8,SAMM50,EWSR1,CR1,C21orf33,BLZF1
KIAA0196,SCP2,ZNF175,STAMBP,SIN3A,DISP1,RP11-496I9.1,ADIPOR2
CTC-444N24.11,IDUA,TAF1D,NAA20,ZNF528,HVCN1,ATXN3,RP11-421L21.3
ZNF747,LGALSL,ZCCHC10,TPM4,YIPF5,TBC1D15,FUS,CASC7
POLA1,NAA20,SNX14,RCL1,HSPB11,SPARC,ZCCHC9,ZBTB10
TMX2,MADD,PLD6,RPUSD2,ATP5D,CXCL3,THEM4,UBE2Q1
RP11-367G6.3,STUB1,FBXL14,XPOT,IGFBP4,CLNS1A,CD93,FAM43A
FAM98A,GADD45B,MBNL1-AS1,DOHH,GBP1,PITHD1,TIGIT,TBC1D23
PTGES2,HDAC5,COMMD4,CRELD2,CIDEB,IL6,LZTS2,MDS2
USP8,NECAB3,ATP6V1D,GLRX3,TBXA2R,INTS12,N4BP2L1,ADAL
THBS1,UBAP2,TRIP11,HDAC2,METTL21A,TMEM87B,FBXO21,ZUFSP
AF213884.2,USP36,ZNF232,RAB1B,DDT,PLAGL1,SAFB2,CNEP1R1
MADD,UQCC1,PBRM1,PPIF,FBXO33,FAM120C,NSMAF,NPHP3
CD47,DSCR3,UBE3A,PILRB,PGM2,PRRG4,GPATCH4,PJA1
TMEM14C,TGFB1I1,RP11-142C4.6,CCT7,PYCARD,PVALB,MYL9,MRE11A
AEBP1,RP11-385F7.1,ZBTB10,PHF12,INVS,AHSA1,CCP110,SMC2
RP11-647K16.1,AP4B1-AS1,BBC3,CECR5,CTNNB1,DNM3,UBE2D1,CD2AP
ARHGAP19,CRIP3,NCKAP1L,SRP72,SERPINE2,NME3,DIMT1,PEX26
FANCI,RASD1,SLC6A6,ALG5,GTPBP2,UBE2E1,DUSP10,LTB
KDM3B,POLR2I,PTPRN2,FNTA,RNF181,DHRS4,MOB2,DOHH
PDIA5,NUDT5,DDX1,PRPF31,RBM25,WDR55,PLA2G12A,YPEL2
CTNND1,UBXN4,THYN1,EDC3,MT-ATP6,HGD,TREML1,CEP120
RP11-385F7.1,AP001189.4,MTRF1,ELOF1,TRPM4,ZNF628,YPEL2,RNF26
CHPF2,CAMK2G,USP36,RALBP1,SENP2,ARHGAP6,TMEM91,METTL8
EDC3,TMEM138,FAM127A,C1GALT1C1,MRPL43,AGPAT1,HENMT1,RNF25
KCNQ1OT1,ATXN10,INSL3,ACOT13,C15orf57,BMPR2,YTHDF2,DHX8
ADAM10,RP5-821D11.7,TKTL1,C1orf86,ACTR2,ZNF561,ZNF330,KLHL6
CCP110,DYNLL2,NDUFC2,PLAGL1,GNS,RPL39L,RPPH1,PYGO2
DDX46,CTTN,RBPJ,STRA13,EBNA1BP2,METTL3,RPS6KL1,ACBD3
MYOM2,GNG11,ANAPC13,API5,NDUFAF4,RBM39,C18orf21,SMYD4
SYTL4,PHF12,PLEKHA1,NR2C2AP,ZNF330,ERCC6L2,PDIA5,USP38
HEMK1,VPS13C,HIST1H1B,MAP3K7CL,USP38,DENND1C,TERF2IP,RUNDC1
LUC7L,OXLD1,PWP1,SDHB,MARCKSL1,PRELID2,FLOT1,SETD1B
DIDO1,PGM2,CHERP,TIMM22,RP11-349A22.5,GTPBP6,IL16,GOLGB1
RP11-87C12.2,USP19,PALLD,UBE2D4,DDI2,KIF5B,GNPTAB,DPH6
UBE2Q1,TAOK2,RPUSD3,AC010642.1,RUNDC1,FKBP3,DNAJB14,IDH1
TAF12,RP11-349A22.5,SEPHS2,HBP1,FAM98A,SLFN5,C1orf86,RCL1
CRLS1,ATXN7L3B,CCDC12,CCDC22,ZNF121,TRIT1,ISCA2,KIAA1429
MMADHC,CLPX,MRPL51,FAM120C,MANBA,C19orf33,SH3KBP1,ZNF493
TREML2,AC010642.1,GRSF1,MCM3,SNX10,THEM4,GP9,TMEM102
TMPRSS11E,PEX16,PIGX,ZFAND4,ARRDC4,RP11-792A8.4,PLAGL2,DNMT3A
CLSTN3,ISCA2,CMTM7,MAPK1IP1L,POLR2K,FBXO25,ST20,STT3A
C18orf21,SH3BGRL2,LMF2,TBC1D15,SRM,IDH1,PELI1,AIM2
NRN1L,ARPP19,DSCR3,MFSD1,GUSB,PGRMC2,GOLGB1,PEMT
RP11-324I22.4,DUSP10,RP11-589C21.6,FBXO21,AC113189.5,BLCAP,TMEM234,SURF6
MEG3,SEPT5,CTB-152G17.6,PMF1,OAS1,SUCLG2,TRIP11,DUSP10
BAZ2A,EARS2,IDH3G,PSMD14,FANCI,NFE2L2,ATP6V0E1,ATXN1L
RNASEH2B,HAGH,RMND5A,PRPF8,GMPR2,ST20,ABHD12,CHPF2
WDR55,HVCN1,TRIT1,PSMB8,LSM6,TOR1A,RMDN3,KIF3A
BCDIN3D,TIMM10B,PHF5A,MLLT10,METTL3,MIS18A,RNF14,JAZF1
C5orf15,NEIL1,CELF1,MANBA,ADPRM,LYSMD4,C4orf33,MIS18A
ARRDC4,SMYD4,ATXN3,PRAF2,PRPF31,MRVI1-AS1,C17orf59,FCGR1B
CLPX,RP11-111M22.3,COMMD10,MYL9,CLIP1,CHPF2,METTL21A,CTBP2
MGMT,GARS,ZNF330,ABHD12,NUP54,MRPL43,RP11-367G6.3,MGA
TOR1A,FBXO25,PGRMC1,RP11-792A8.4,NOL7,LINC01013,ELOF1,RP11-468E2.4
BRAT1,LMF2,CTC-428G20.6,PXMP4,MTIF3,RP11-145M9.4,MVB12A,BACH1
IFT81,CISD1,SLC19A1,SRSF6,ANKRD54,ETHE1,TRPM4,C14orf80
BAG4,PDHB,CORO7,C4orf3,FAM127A,S100A8,CTNND1,TRIP12
TEX2,ORC2,RALBP1,BAG5,NEK8,EHMT2,GYG1,ZNF567
C6orf25,VMAC,CASC7,MT-CYB,UBE2E1,SLC16A5,SSBP3,UBE2D4
SH3BGRL2,RP11-66N24.3,MTIF2,UCK1,NEIL1,RP5-894A10.2,ZSWIM6,TNNI2
PSMC6,JKAMP,DHRS4,CRTC2,DUS3L,MRPS18A,TGOLN2,ARSG
ZNF212,WBP2NL,CCDC124,CTD-2267D19.2,SLC6A6,SEPHS2,RAB2A,FRAT1
SLC6A6,TANGO6,CHD2,ORMDL2,CASC3,MAP2K7,FAM43A,TCF12
ZNF397,RABL2A,SCAPER,ENTPD3-AS1,DHX8,LSM14A,NNT-AS1,NUDCD1
RABIF,SCGB1C1,WDR37,FAM96B,TMEM251,ARID4A,LRRIQ3,PIGU
RABL2A,MED9,SURF6,YIPF5,FADS1,PRKAR2B,ATP5H,KLF11
CTD-2368P22.1,RAB9A,ADD1,WDR55,ZUFSP,CCDC94,CDV3,CLEC10A
RP11-142C4.6,C7orf26,PSMC6,GLTP,CUL4B,ARIH2OS,AQP3,ANKHD1
SLC12A4,FAM173A,FMO4,TMX3,ARHGAP18,SLC40A1,WDR44,ABHD5
CHIC2,CTA-29F11.1,MYCBP2,RARS,KLF11,TPD52L2,GNS,BANP
LSM14B,ATG16L1,HMGCL,BBS2,N4BP2L1,YIPF5,AAGAB,UQCC1
NEFH,GTPBP6,RFC2,PRKCD,CLNS1A,BBS2,MINA,DHRS4
RAB11B,PAFAH1B1,RP11-398C13.6,OAZ1,NME6,TTC14,SPATA6,LINC00662
TMEM102,DDX56,RP11-706O15.1,C12orf45,PLAGL1,UCK1,ISG20L2,AAR2
DCAF8,RNF14,ADAL,STOML2,FUS,SSBP1,VAPA,CYB561
AC005082.12,DPH6,MALT1,REEP3,BMPR2,SERAC1,SCAI,PDXDC1
ANKRD50,TCTA,C1orf35,HBEGF,TMEM87A,LARS,ADD1,CPNE2
YPEL3,TCEAL4,SETD5,HNRNPM,FRAT1,TGFBRAP1,PKN2,CHD7
SUOX,NPHP3,ISG20L2,TBCK,RMND5A,URB2,ZCCHC10,MTIF2
ERV3-1,GOLGA1,CCDC69,COMMD4,PEMT,PEX16,LONRF1,NNT-AS1
VTI1A,KLHL24,VPS26B,LRCH4,ABRACL,PHF14,CSRNP1,R3HDM2
ATP6V1D,FAM63B,ATXN7L3B,GPS1,FBXO7,CARHSP1,BEX4,PDCD2L
ZNF330,NAPA-AS1,FN3KRP,RRAGC,FLJ27365,PRPF31,TRIM16L,RPUSD2
TTC28,LRRC8C,EIF2B1,SPTSSB,NBR1,C15orf57,C5orf56,SMARCD3
SLC27A1,C16orf54,ZNF628,ING5,TRIM69,MFF,PLAGL1,ELL
CLNS1A,RP1-28O10.1,DENND1C,AHSA1,STX16,CD93,MYOM2,SLC4A7
ABCC10,CTC-444N24.11,ICAM2,ACAP1,ISG20L2,R3HDM1,NFAT5,RPL8
FAM63B,KIAA0101,RNF25,SREBF1,RASD1,SDCCAG8,UNC45A,URGCP
MRPS23,GNPTAB,PPP6C,TPD52L2,ANKRD9,TRAPPC12-AS1,SPG7,ZFYVE28
AC074138.3,NSMAF,FADS1,DENND5A,IL16,GAS2L1,DGKZ,ZBED5-AS1
GATA2,FAXDC2,SIVA1,MOCS2,TSC22D1,ITGB3,NR2C1,IGJ
IL1RAP,SYTL2,FAM96A,TGFBRAP1,LUC7L,RAB34,PPP1R8,RP5-1073O3.7
GADD45B,C17orf59,TRAPPC3,THAP2,NSMAF,IQCH-AS1,SPPL2A,KIAA0196
ANKRD54,TUBB1,C8orf44,PFDN2,AC005082.12,PILRB,CD19,MED7
RAB9A,SNX9,GMPR2,STUB1,LAMTOR1,PTGES2,PCGF1,FEM1A
STRA13,THBS1,SLC12A4,TADA2A,NAA25,BRWD1,ICOS,C1GALT1C1
STOML2,SLC20A2,RAB38,NUDT1,ZNF799,VMAC,HBEGF,RFC5
VPS28,IRAK4,NDUFA10,RPN2,PXMP4,RAD23A,CASP4,STK32C
SLC16A5,INIP,SHOC2,HDLBP,JKAMP,PLA2G12A,SGK1,VMAC
MESDC2,RP11-532F6.3,YEATS2,PRR5L,SAMSN1,HPRT1,ATG7,NXT2
IL4I1,RHBDD3,TTC3,BOLA1,ZNF682,ZFX,LDOC1L,RPS4X
PRUNE,LIX1L,PLA2G12A,ATXN10,REXO2,TMEM55A,THAP2,SAAL1
AP4S1,CARHSP1,ACBD3,LAMTOR1,SUCLG2,NAPA-AS1,BACH1,FAAH
AATF,PRPS2,C6orf25,F13A1,SDPR,TFAM,ABI2,RBM48
TBXA2R,GFI1B,RP1-111C20.4,SNAPIN,SDHB,SRSF5,ZRANB3,MTERFD1
SIRT6,EML6,C9orf3,CYTH2,RABIF,C15orf61,DHX9,ING5
C15orf26,TOMM40,NOC4L,ADAP2,ACD,PPA2,EXOC6,C9orf69
ZBP1,HMG20A,MAP3K8,TMBIM6,RBPJ,HSPB11,PHF12,ZNF836
SELPLG,MGA,CEP85L,HPRT1,ADAM10,RP11-138A9.2,LMF2,RP5-827C21.4
IQCE,LRIG2,CCDC66,TCTA,THAP2,TBXA2R,ZNF493,KDM3B
PARP1,RFPL2,TCF12,GOSR2,PRKACA,PPIF,NARS,ABI2
CDKN2A,ZNF628,RNF139,C14orf166,ARPC1B,BRAT1,ZNF626,ZNF626
PCGF1,SMIM14,GGA2,FADS1,MYO9B,MPST,MAP3K8,RASGRP4
TAOK2,ZNF121,AGO4,IRAK4,UBE2D4,MGMT,SELPLG,CEP85L
PSMC4,CSRP1,CGRRF1,SERPINE2,DNAJC7,DOHH,ADAL,EXOC6
RP1-266L20.2,ARSG,KIR2DL3,GNPTAB,C9orf37,KLF13,DTX3,ASXL2
AAGAB,ORMDL2,LINC00342,ACTR6,LSM14B,MOB2,CEACAM4,CD1C
PDZD11,PI4KB,AP3M2,RFC1,DTYMK,USP36,SLC16A5,ARMC7
CELF1,DOHH,TCTA,HDAC1,DEDD,LBR,CLYBL,NCOR2
DNAJC10,FXN,CNIH4,COLGALT1,AGA,MRPS23,MMD,ZMAT3
ZNF45,PBRM1,LDOC1L,SMYD4,MRPL1,TBCK,RCN2,TASP1
DISP1,TGFBRAP1,VAPA,ACADVL,OAS3,DDX56,NDUFA10,DIS3
HIST1H4I,UNC45A,UBE2D2,UBIAD1,SNRNP27,ISCA2,ARPP19,GSTZ1
ABHD17B,FAM98A,CSRP1,RNF25,UNC45A,FAM63B,TAF1D,DOK3
MYH10,STOML2,NFE2L2,TOMM40,TNFSF12,ANKRD54,BZRAP1-AS1,RABEP2
ATP5SL,LUC7L,ACPP,BACH1,GYS1,SAT2,ZNF75A,RPS27A
ABHD12,RARS,UBE2Q1,PARVB,SNCA,AP4S1,VAMP5,FBXO33
C14orf80,MRPS18A,BNIP2,CASC7,MAT2A,F5,AP3M2,RAB21
ECHS1,TAPBP,FEM1B,TAF6L,NCKAP1L,ABT1,CELF1,LIMD2
MFF,HMGCL,RAB21,HNRNPH3,TNFRSF4,CWC27,DEF6,REEP3
EID2,SNX5,PRPS2,TMEM55A,F5,GIT2,SMIM7,MUM1
INTS2,RABL2B,SEC31A,TREML1,NEMF,MALT1,FAM120C,R3HDM1
MED28,IP6K1,UQCC1,WDR44,CEP120,C3orf38,TAF12,CIDEB
MAT2A,C19orf52,MAP3K7CL,NF1,SYVN1,VIPR1,MYCBP2,SPEN
IDI1,MFF,RP11-701P16.5,MED7,GLTP,PRNP,MAP2K7,MZB1
THUMPD3,KCNQ1OT1,ZNF682,VPS25,NFAT5,JARID2,TUBB1,RPL13
RCHY1,PRKAR2B,NEK8,HERPUD2,SND1,PACS1,VPS13C,CEP68
TRIM16L,CXXC1,NARG2,RAB8B,C7orf26,DPH6,NIT1,FAM210B
RP5-821D11.7,DCAF8,MRPS18A,HDGF,DENND5A,CPSF3L,RP11-87C12.2,ZNF350
RP11-162G10.5,PEX26,SPRTN,C1orf50,STAU1,PXMP4,SPRTN,DENND5A
PAFAH1B1,EAF2,PARP1,EPN1,IDH3G,ELP6,ZNF561,B4GALT4
HMBOX1,CLU,TPM4,JKAMP,MKKS,ABI2,EMB,KCNQ1OT1
P2RY10,NNT-AS1,CTNNB1,PPP1R8,ZNF493,CSNK1A1,IFI35,PTAFR
NFAT5,C1orf198,AAR2,BUB3,SYCE1,AAGAB,DICER1,ARIH2OS
CDT1,ING5,LIN52,UBXN1,BABAM1,TRIP12,ANKRD9,PGM2
CDC42BPB,TMEM40,IL23A,OCIAD1,NIT1,YPEL3,ZUFSP,PAICS
RP4-612B15.3,NIT2,PRELID2,AC005082.12,MTIF2,RAB8B,SNHG8,LRRC8C
PARS2,GIMAP2,SNAP47,EXOSC8,GRPEL1,MYL9,STAU1,EIF2AK4
RPPH1,DNASE1L3,CLNS1A,PIGX,USP5,R3HDM2,KLC4,RNF14
AP003419.16,ZNF397,SLC35A1,RFXANK,VTI1A,VPS13C,XPOT,RPUSD4
KCTD10,PDE6B,H3F3B,EOGT,HNRNPH3,C5orf56,SNRNP35,CDK16
RP5-1028K7.2,USP38,AGPAT1,GMPPA,RP11-488C13.5,HLA-DMB,LRRC8C,LPGAT1
RP11-1000B6.3,C9orf142,RABL2B,ALKBH4,TAF6L,TREML2,CCDC91,SYVN1
ODC1,AP003419.16,RP11-138A9.2,SNRNP35,PRKCD,HDAC9,MANBA,RMND5A
BMPR2,AP4S1,GALK1,PDCD1,RP11-430B1.2,WDR37,SAMSN1,CD160
MMD,EIF2B1,CDC42BPB,BZRAP1-AS1,WIBG,NIT2,CD79A,MLLT11
FH,SARDH,KIAA1429,MAEA,MZT1,NUP54,MZT1,POLR3E
NT5M,SRP72,SMC2,TMEM165,RP11-138A9.2,CYB5B,PARP1,PTPRN2
RP13-753N3.1,SDAD1,TFAM,RAB7A,ZNF75A,SIN3A,RNF213,CLPX
LONRF1,FMO4,RP11-727F15.9,DNAJC2,USP19,SPHK1,NME6,BRAT1
ETHE1,KIFC3,TCEA2,TMEM104,RIOK1,RNF139,RP5-1028K7.2,PCYT1A
YWHAG,C2orf88,ERCC6L2,KIF3A,CYB561,API5,COPS4,TMX3
FBXW4,DHX9,CAPZB,PLA2G12A,WDYHV1,VTI1A,NDUFAF4,SLC35A1
GP1BA,DDI2,MAP2K7,TMED4,MARCH6,DDI2,JARID2,MANBA
PMF1,NFAT5,DNAJA1,VIPR1,MPHOSPH10,WDYHV1,GTPBP6,ZNF195
GMPR2,SAFB2,DDX17,ARMCX5,ZCCHC10,CD2AP,MAEA,EMILIN2
TIGIT,SEPHS2,CCDC94,TNNI2,MARCH2,SCGB3A1,ZNF32,PPIL2
ZNF594,ZNF747,C12orf10,LDOC1L,IFIT2,PMEPA1,GBP1,SLC6A6
